entity_id	valid	rejected	polled	electors	SLPP	NDF	NMPP	NPP	IND11	DUNF	SPSL	JSWP	IND02	IND09	IND10	JSP	RJA	IND08	NUA	IND07	FSP	IND01	ONF	SLLP	IND13	DNM	IND14	IND03	USP	IND05	NSU	SEP	IND12	IND04	OPPP	OWORS	IND15	NSSP	IND06
EC-01	1368177.000000001	15332.999999999998	1383509.9999999988	1670402.9999999995	727712.9999999997	559920.9999999995	53803.00000000004	10335.000000000004	1659.9999999999998	1367.0000000000007	2002.0000000000007	2316.9999999999995	724.9999999999998	910.9999999999999	335.0000000000002	973.9999999999998	675.0	343.0000000000001	741.0000000000007	420.00000000000006	589.0000000000001	468.00000000000034	264.9999999999999	326.9999999999997	164.99999999999994	198.00000000000006	203.99999999999997	221.00000000000009	206.99999999999997	120.99999999999996	167.0000000000002	245.9999999999998	148.99999999999983	141.0000000000002	120.0	97.99999999999993	91.99999999999996	104.99999999999997	52.00000000000002
EC-01A	72642.99999999999	1354.9999999999998	73998.0	93705.00000000003	16986.0	52983.0	1084.0	199.0	136.0	193.0	68.0	73.0	96.99999999999999	121.00000000000001	62.0	113.0	41.0	51.00000000000001	32.0	44.0	23.0	55.0	32.0	34.0	17.0	15.0	22.0	23.0	9.0	15.0	16.0	18.0	13.0	15.0	21.0	8.0	11.0	8.0	4.999999999999999
EC-01B	99680.0	1156.0000000000002	100836.0	124354.0	16340.999999999998	80076.00000000001	1528.0	185.99999999999997	207.00000000000006	157.00000000000003	50.00000000000001	55.999999999999986	120.00000000000001	169.99999999999997	40.99999999999999	166.00000000000003	30.999999999999996	50.00000000000001	34.00000000000001	50.99999999999999	19.0	76.99999999999999	25.000000000000004	37.00000000000001	11.000000000000002	17.000000000000004	27.000000000000004	22.000000000000004	33.00000000000001	13.0	18.0	23.999999999999993	13.0	20.000000000000004	11.999999999999996	13.999999999999996	9.0	17.000000000000004	7.999999999999998
EC-01C	48752.0	672.0	49424.0	61169.0	18850.0	27436.0	1500.0	328.99999999999994	68.99999999999999	74.0	60.0	58.0	30.0	52.0	11.0	42.99999999999999	15.0	12.0	28.0	30.0	14.0	18.000000000000004	12.0	24.0	4.0	5.0	5.0	11.0	8.0	5.0	10.0	8.0	2.0	6.0	4.0	6.0	6.0	5.0	2.0
EC-01D	51244.99999999999	727.0	51972.0	65398.0	19618.999999999996	28599.0	1750.0	571.0	55.99999999999999	74.0	76.0	85.0	30.0	40.0	38.0	33.0	19.0	15.0	19.0	24.999999999999996	21.0	22.0	17.0	11.999999999999998	2.9999999999999996	9.0	11.999999999999998	11.0	17.0	2.9999999999999996	9.0	21.0	9.0	5.0	9.0	5.0	5.999999999999999	2.9999999999999996	2.0
EC-01E	29213.0	458.0	29671.0	40187.0	6644.0	21345.0	647.0	236.0	26.0	29.0	26.999999999999996	42.0	15.0	16.0	52.99999999999999	22.0	6.0	9.0	8.0	6.0	4.0	15.0	9.0	6.0	1.0	5.0	12.0	9.0	4.0	3.0	1.0	5.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0
EC-01F	46525.0	576.0000000000001	47101.0	58892.00000000001	19122.0	25003.999999999996	1480.0	414.00000000000006	68.0	29.000000000000004	59.000000000000014	86.00000000000001	14.999999999999996	27.0	16.0	37.0	16.0	9.000000000000002	19.0	5.0	28.000000000000007	14.000000000000004	4.0	13.000000000000002	1.0	6.000000000000002	7.000000000000002	4.0	6.000000000000002	7.000000000000002	4.0	5.0	7.000000000000002	3.000000000000001	2.0	1.0	4.0	3.000000000000001	0.0
EC-01G	54550.0	698.0	55247.99999999999	69128.0	28085.000000000004	23156.0	2124.0	500.0	71.0	48.99999999999999	94.00000000000001	111.00000000000001	30.000000000000007	33.0	12.999999999999998	36.0	25.999999999999996	12.0	32.00000000000001	15.000000000000004	37.00000000000001	20.0	6.0	11.0	2.0000000000000004	11.0	6.0	6.0	9.0	6.0	6.0	17.0	5.0	3.0	4.000000000000001	6.0	4.000000000000001	0.0	4.000000000000001
EC-01H	109494.99999999997	1135.0	110629.99999999999	132381.0	53231.999999999985	50456.0	3940.0000000000014	525.9999999999999	152.00000000000003	128.99999999999997	131.00000000000003	172.99999999999997	66.0	96.0	15.000000000000002	94.00000000000004	66.99999999999999	34.99999999999999	50.999999999999986	43.00000000000001	30.000000000000004	33.99999999999999	24.0	28.999999999999996	9.999999999999998	12.0	15.000000000000002	16.999999999999996	15.000000000000002	8.000000000000002	14.0	18.0	4.999999999999999	14.0	4.999999999999999	10.999999999999996	7.0	13.0	8.000000000000002
EC-01I	58385.99999999999	745.0	59131.0	73925.99999999999	31853.0	22628.0	2439.0	875.0000000000001	53.00000000000001	27.999999999999996	75.0	152.00000000000003	14.999999999999996	24.999999999999996	2.9999999999999996	43.00000000000001	21.000000000000004	8.0	28.999999999999996	11.0	25.999999999999996	8.0	5.0	10.0	2.9999999999999996	8.0	14.999999999999996	5.999999999999999	8.0	4.0	4.0	8.0	5.0	2.0	2.9999999999999996	5.999999999999999	4.0	2.0	1.0
EC-01J	151188.0	1498.0	152686.00000000006	183787.00000000003	98807.0	41747.00000000001	7605.0	1424.0	145.00000000000006	102.99999999999997	255.00000000000003	315.00000000000017	51.000000000000014	59.00000000000002	10.999999999999998	68.99999999999999	83.00000000000001	23.000000000000007	101.00000000000004	30.0	74.99999999999999	31.999999999999996	21.000000000000004	21.999999999999996	21.000000000000004	21.999999999999996	12.000000000000002	21.999999999999996	17.000000000000004	10.999999999999998	13.0	21.000000000000004	18.000000000000004	13.0	15.999999999999998	6.000000000000001	9.000000000000002	3.9999999999999996	5.0
EC-01K	101489.99999999997	886.9999999999999	102376.99999999999	119905.00000000004	61755.00000000002	34531.999999999985	3183.9999999999986	364.0	155.99999999999997	153.99999999999997	255.99999999999997	171.00000000000006	94.99999999999996	87.00000000000003	18.999999999999986	70.00000000000001	82.00000000000001	37.99999999999997	66.00000000000003	41.00000000000001	72.99999999999999	43.99999999999999	40.00000000000001	31.999999999999996	33.000000000000014	17.999999999999996	12.000000000000004	20.000000000000004	21.000000000000014	8.999999999999998	16.999999999999996	18.999999999999986	15.999999999999998	14.0	12.000000000000004	10.000000000000002	14.999999999999995	12.000000000000004	3.000000000000001
EC-01L	156400.0	1314.0	157713.99999999988	186251.99999999997	106102.00000000003	40157.00000000001	7595.999999999997	946.0	180.00000000000003	90.00000000000001	290.99999999999994	265.9999999999999	52.000000000000014	56.0	9.999999999999998	57.00000000000001	78.99999999999999	33.0	104.00000000000003	29.999999999999996	67.99999999999997	39.99999999999999	27.000000000000004	32.0	18.999999999999996	11.000000000000002	9.999999999999998	25.00000000000001	14.999999999999998	11.000000000000002	12.0	22.000000000000004	14.999999999999998	14.999999999999998	8.0	8.0	3.0	8.0	2.0
EC-01M	109601.0	1129.0000000000002	110729.99999999999	133613.99999999994	71892.99999999999	29688.000000000007	5820.000000000001	1165.0	82.0	54.00000000000001	171.99999999999994	235.00000000000006	30.0	23.999999999999993	5.000000000000001	54.00000000000001	41.0	10.000000000000002	55.999999999999986	23.999999999999993	57.999999999999986	21.0	10.000000000000002	23.000000000000007	5.999999999999998	11.000000000000002	13.0	15.0	11.999999999999996	2.999999999999999	11.999999999999996	21.0	11.000000000000002	5.999999999999998	2.999999999999999	5.000000000000001	2.999999999999999	11.000000000000002	4.0
EC-01N	146360.00000000003	1443.9999999999995	147804.0	174829.0000000001	99062.00000000001	37430.0	7343.0	1172.0000000000005	129.99999999999997	93.0	204.00000000000009	267.0	38.99999999999999	47.0	9.0	72.0	53.0	11.999999999999998	86.0	27.999999999999996	61.999999999999986	29.999999999999996	9.999999999999998	17.000000000000004	11.999999999999998	20.999999999999993	22.000000000000004	16.000000000000004	14.999999999999998	9.999999999999998	16.000000000000004	22.000000000000004	9.999999999999998	11.000000000000002	9.0	5.999999999999999	8.000000000000002	11.999999999999998	4.000000000000001
EC-01O	99687.0	1007.9999999999999	100694.99999999999	118956.0	57644.99999999998	36390.00000000001	3533.999999999999	905.9999999999999	124.00000000000001	105.99999999999996	157.00000000000003	190.0	34.99999999999999	52.99999999999998	24.000000000000004	52.0	91.0	26.0	69.99999999999999	32.99999999999999	24.000000000000004	22.000000000000004	18.0	24.000000000000004	18.999999999999996	22.999999999999996	11.000000000000002	13.0	13.0	9.0	15.000000000000002	17.000000000000004	12.000000000000002	7.000000000000001	10.0	3.0000000000000004	2.0	6.000000000000001	3.0000000000000004
EC-01P	32962	531	33493	33920	21717	8294	2229	522	5	5	27	37	5	5	5	13	4	0	6	4	27	16	5	1	3	4	3	1	5	4	0	0	5	3	2	3	0	1	1
EC-02	1443800.0000000002	15750.99999999999	1459551.0000000007	1751892.0000000014	855870.0	494670.99999999994	61759.999999999905	11271.999999999993	1801.9999999999973	1552.999999999999	2786.0000000000045	3585.9999999999995	970.9999999999997	840.0000000000005	211.00000000000023	927.9999999999992	907.999999999999	412.00000000000006	846.9999999999999	518.9999999999999	839.9999999999999	584.0000000000008	370.0000000000002	322.9999999999999	267.0	280.99999999999966	207.00000000000037	291.99999999999994	230.99999999999991	162.99999999999977	189.99999999999997	223.0000000000003	182.0	208.99999999999994	102.99999999999997	142.99999999999997	104.00000000000011	87.00000000000003	65.00000000000001
EC-02A	103661.99999999999	1418.0000000000002	105079.99999999999	129911.99999999997	48214.00000000001	49463.0	3427.9999999999995	899.0000000000001	128.99999999999997	191.00000000000006	127.0	257.99999999999994	70.0	95.00000000000001	40.999999999999986	111.0	57.0	51.00000000000001	60.99999999999999	43.99999999999999	55.99999999999999	63.99999999999999	35.99999999999999	40.999999999999986	12.000000000000005	26.999999999999996	19.00000000000001	21.999999999999996	27.999999999999996	12.000000000000005	8.999999999999998	24.00000000000001	6.999999999999999	12.000000000000005	7.999999999999999	17.0	13.999999999999998	8.999999999999998	6.000000000000003
EC-02B	83039.0	1430.0	84469.00000000001	110551.0	31742.999999999993	44031.99999999999	4131.999999999999	1546.0000000000002	128.0	159.0	138.00000000000006	198.99999999999994	90.99999999999999	110.99999999999997	35.00000000000001	69.00000000000003	75.99999999999997	45.99999999999999	52.00000000000001	57.999999999999986	55.00000000000002	50.000000000000014	24.0	40.00000000000001	21.999999999999993	28.999999999999993	17.0	28.000000000000007	24.0	15.000000000000002	16.0	17.999999999999993	17.0	24.0	8.0	10.999999999999996	16.0	6.0	4.0
EC-02C	123180.0	1785.9999999999995	124966.00000000003	153448.00000000003	71564.99999999999	43053.00000000001	5342.999999999998	1375.0	172.99999999999997	132.99999999999997	247.00000000000003	350.99999999999994	78.99999999999999	72.99999999999997	20.0	78.99999999999999	92.99999999999999	35.000000000000014	92.0	52.0	59.0	52.0	46.0	31.999999999999993	26.999999999999996	20.999999999999996	17.999999999999996	25.000000000000004	20.999999999999996	8.999999999999998	14.999999999999996	12.000000000000004	18.999999999999996	17.000000000000004	12.000000000000004	13.999999999999996	7.999999999999998	6.000000000000002	3.999999999999999
EC-02D	92392.00000000001	780.0000000000002	93171.99999999996	110230.99999999999	55370.999999999985	32149.0	3117.000000000002	399.00000000000006	121.00000000000006	121.00000000000006	221.00000000000003	178.99999999999994	78.0	63.99999999999999	6.999999999999999	55.99999999999999	70.0	25.00000000000003	54.0	27.0	57.00000000000001	30.000000000000007	31.999999999999996	19.0	25.999999999999996	15.999999999999998	12.999999999999998	27.999999999999996	17.0	3.9999999999999996	12.0	12.999999999999998	12.999999999999998	17.0	6.999999999999999	15.000000000000004	6.0	3.9999999999999996	3.9999999999999996
EC-02E	103278.99999999993	981.0	104259.99999999999	124598.99999999996	61477.99999999999	35183.999999999985	4720.000000000001	365.00000000000006	139.00000000000009	139.00000000000009	228.00000000000014	177.9999999999999	95.99999999999997	51.99999999999999	12.999999999999998	76.99999999999997	73.99999999999999	25.999999999999996	69.99999999999999	32.999999999999986	51.0	47.999999999999986	40.000000000000014	20.000000000000007	20.999999999999993	25.999999999999996	20.999999999999993	37.999999999999986	27.0	10.000000000000004	25.000000000000004	10.999999999999993	11.999999999999996	21.999999999999986	6.999999999999999	10.999999999999993	5.000000000000002	5.000000000000002	6.999999999999999
EC-02F	114666.00000000004	1123.0	115789.00000000003	137067.0	69978.0	37212.000000000015	5259.000000000001	645.9999999999999	129.00000000000006	126.99999999999996	250.99999999999986	268.9999999999999	85.99999999999999	55.00000000000001	11.000000000000002	76.00000000000003	85.99999999999999	24.00000000000002	52.99999999999999	34.0	50.0	42.99999999999999	30.0	18.000000000000007	24.00000000000002	34.0	18.000000000000007	25.0	17.0	14.000000000000002	15.999999999999993	12.00000000000001	10.000000000000005	18.000000000000007	9.000000000000004	9.000000000000004	7.9999999999999964	7.9999999999999964	7.000000000000001
EC-02G	113347.99999999996	959.9999999999995	114308.0	135617.99999999997	66849.99999999997	39548.0	4829.000000000001	503.0000000000001	177.0	119.99999999999994	231.00000000000009	252.0	85.00000000000004	63.0	14.000000000000009	76.0	68.99999999999999	39.000000000000014	71.00000000000001	45.999999999999986	50.99999999999998	53.99999999999999	32.999999999999986	21.000000000000004	22.999999999999993	12.999999999999998	14.999999999999993	22.000000000000004	15.999999999999996	18.0	14.000000000000009	14.999999999999993	16.999999999999993	18.0	7.999999999999998	11.999999999999995	4.999999999999998	14.999999999999993	4.999999999999998
EC-02H	125546.99999999997	1191.0000000000002	126737.99999999997	151418.00000000006	84506.99999999999	31984.0	6255.999999999999	931.9999999999999	145.0	98.99999999999999	247.00000000000003	627.0	52.999999999999986	47.00000000000001	8.999999999999998	61.000000000000014	55.99999999999999	28.999999999999993	60.000000000000014	27.999999999999996	108.0	34.000000000000014	15.000000000000004	17.000000000000007	22.000000000000007	21.000000000000007	11.000000000000004	20.000000000000004	11.999999999999998	18.99999999999999	15.000000000000004	27.999999999999996	31.0	13.999999999999998	5.999999999999999	15.000000000000004	6.999999999999999	7.999999999999999	3.9999999999999996
EC-02I	121997.00000000003	1625.0	123622.00000000001	153163.99999999997	71689.99999999999	41648.99999999999	5556.0	1527.0000000000002	135.00000000000003	121.00000000000003	201.0	312.99999999999994	60.0	73.00000000000003	10.0	56.00000000000001	64.99999999999999	30.0	77.99999999999997	48.0	54.0	52.99999999999998	25.0	33.99999999999999	20.0	24.0	18.000000000000004	14.000000000000002	16.999999999999996	14.000000000000002	20.0	25.999999999999996	10.0	15.0	12.999999999999998	9.000000000000002	8.000000000000002	3.0	8.000000000000002
