entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	ACTC	LSSP	NSSP
EC-01	754030.9999999999	7990.0000000000055	762020.9999999992	991194.0000000003	436289.9999999999	274475.99999999994	28580.000000000007	3022.000000000001	9654.999999999996	2007.999999999999
EC-01A	42564.0	575.0	43138.99999999999	57534.0	29380.000000000004	10641.0	1645.0000000000002	477.0	361.00000000000006	60.0
EC-01B	93863.0	740.0000000000001	94603.0	127452.00000000003	68346.0	22061.0	2121.0	810.0	415.0	110.0
EC-01C	33977.0	305.0	34282.0	47122.99999999999	21383.0	10946.0	1058.0	132.0	395.0	63.0
EC-01D	35277.0	426.0	35703.0	48760.0	21366.999999999996	11268.0	1352.0	320.0	828.0	142.0
EC-01E	28528.0	314.0	28842.0	40375.0	22114.999999999996	4751.0	576.0	521.0	409.0	156.0
EC-01F	39076.00000000001	406.0	39482.00000000001	51622.00000000001	23730.0	13193.999999999998	1139.0	201.00000000000003	695.0	117.00000000000001
EC-01G	38084.0	415.00000000000006	38499.0	50269.00000000001	21280.0	14111.000000000002	1670.0000000000002	99.0	778.0	145.99999999999997
EC-01H	49118.0	545.0000000000001	49663.00000000002	62523.0	25221.000000000004	21152.99999999999	2125.0000000000005	28.999999999999996	503.99999999999994	86.00000000000001
EC-01I	42340.99999999999	374.00000000000006	42714.99999999999	59048.0	25129.000000000004	14814.0	1731.0000000000002	32.0	527.0	107.99999999999999
EC-01J	57297.00000000001	719.0	58016.00000000001	73006.0	27962.999999999996	25275.0	3338.0	33.0	569.0	119.0
EC-01K	52329.000000000015	551.0000000000003	52879.999999999985	62627.99999999999	26648.0	23481.00000000001	1687.0000000000005	70.00000000000001	238.00000000000014	204.99999999999997
EC-01L	54102.00000000001	548.0	54649.999999999985	68954.99999999997	27980.999999999993	23134.99999999999	2140.0	50.00000000000002	591.0000000000001	205.00000000000003
EC-01M	54525.00000000001	593.0000000000001	55118.00000000001	71597.0	26967.00000000001	23874.0	2595.0	27.000000000000004	945.9999999999999	115.99999999999997
EC-01N	55407.000000000015	530.0	55937.0	71001.99999999999	25575.999999999996	26552.999999999996	2247.999999999999	29.000000000000007	851.0	150.00000000000009
EC-01O	58782.00000000001	707.0000000000002	59489.000000000015	80297.0	32095.999999999996	22743.999999999996	2625.0	43.00000000000001	1137.0	137.0
EC-01P	18761	242	19003	19003	11108	6475	530	149	411	88
